Unnamed: 0,City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI_PM2.5,AQI_PM10,AQI_O3,AQI_CO,AQI_SO2,AQI_NO2,Air_Quality,Air_Quality_Category
8536,Seoul,South Korea,2023-01-19,135.32,190.29,45.15,11.39,5.77,151.36,11.37,82.01,5.79,192.21369863013695,118.46676767676767,,63.7,16.271428571428572,42.59433962264151,192.21369863013695,Unhealthy
8313,Mexico City,Mexico,2023-11-24,60.38,140.26,59.07,6.84,2.89,96.95,-7.68,99.11,4.24,153.51970495258166,93.19939393939391,,32.84090909090909,9.771428571428572,56.400652173913045,153.51970495258166,Unhealthy
3803,Moscow,Russia,2023-08-21,123.3,101.21,61.51,44.79,5.91,133.0,38.82,21.23,4.27,186.0073761854584,73.87161616161616,,65.1,62.04384615384616,58.99978260869565,186.0073761854584,Unhealthy
3736,Istanbul,Turkey,2023-08-26,134.78,172.3,44.24,6.82,4.22,186.27,39.34,11.26,6.84,191.93487881981036,109.56262626262628,,47.95454545454545,9.742857142857144,41.735849056603776,191.93487881981036,Unhealthy
4056,London,UK,2023-10-19,67.79,141.55,8.42,38.8,1.12,32.64,14.57,34.53,0.99,157.34573234984194,93.8378787878788,,12.727272727272728,54.51794871794871,7.943396226415095,157.34573234984194,Unhealthy
8377,Paris,France,2023-04-06,119.48,89.17,48.25,13.24,3.76,168.54,39.44,66.88,7.89,184.0349841938883,67.91242424242424,,42.72727272727273,18.914285714285715,45.5188679245283,184.0349841938883,Unhealthy
9534,Toronto,Canada,2023-06-16,64.04,77.03,75.48,8.87,8.77,183.94,3.35,95.45,8.94,155.40948366701792,61.90373737373737,,93.7,12.67142857142857,73.8808695652174,155.40948366701792,Unhealthy
9154,Johannesburg,South Africa,2023-11-07,63.29,159.63,30.41,48.41,4.43,85.28,-8.05,29.64,15.19,155.0222339304531,103.29161616161616,,,66.59205128205127,28.68867924528302,155.0222339304531,Unhealthy
2456,Los Angeles,USA,2023-08-09,113.25,39.8,18.1,30.23,1.13,177.99,-6.58,24.11,14.89,180.81822971549,36.85185185185185,,12.84090909090909,43.18571428571429,17.07547169811321,180.81822971549,Unhealthy
353,New York,USA,2023-01-10,87.55,32.16,87.89,3.87,2.75,134.39,1.33,38.89,15.87,167.54847207586934,29.77777777777777,,31.25,5.5285714285714285,87.10021739130434,167.54847207586934,Unhealthy
2322,Cairo,Egypt,2023-07-13,82.34,98.01,95.29,2.59,5.32,55.54,33.87,35.22,11.06,164.85837723919917,72.28777777777778,,59.2,3.7,94.98282608695652,164.85837723919917,Unhealthy
5376,Johannesburg,South Africa,2023-05-25,58.25,138.94,27.27,11.83,1.98,195.45,8.41,27.65,6.3,152.41991570073762,92.5460606060606,,22.5,16.900000000000002,25.72641509433962,152.41991570073762,Unhealthy
786,Los Angeles,USA,2023-06-08,64.39,113.88,67.24,16.62,8.45,141.48,8.13,37.01,11.84,155.59020021074815,80.14262626262627,,90.5,23.742857142857144,65.10347826086957,155.59020021074815,Unhealthy
33,Madrid,Spain,2023-06-28,61.28,163.36,40.2,19.43,3.64,128.34,10.56,79.73,2.6,153.98440463645943,105.1377777777778,,41.36363636363637,27.757142857142856,37.9245283018868,153.98440463645943,Unhealthy
8188,Seoul,South Korea,2023-05-01,136.38,168.76,11.22,37.06,8.78,119.84,4.58,82.17,8.32,192.7610115911486,107.81050505050504,,93.8,52.33179487179488,10.58490566037736,192.7610115911486,Unhealthy
4209,Paris,France,2023-04-11,55.96,126.7,91.97,41.75,9.99,154.56,38.8,20.72,19.23,151.23751317175976,86.4878787878788,,109.2793103448276,58.22435897435898,91.44630434782609,151.23751317175976,Unhealthy
7613,Tokyo,Japan,2023-09-06,76.7,192.8,27.11,38.38,4.36,124.59,32.81,30.66,13.85,161.94625922023184,119.70909090909092,,49.54545454545455,53.990256410256414,25.57547169811321,161.94625922023184,Unhealthy
2300,Toronto,Canada,2023-05-01,133.55,53.86,69.26,48.63,2.23,74.35,31.61,83.24,18.32,191.2997892518441,49.87037037037037,,25.34090909090909,66.86846153846155,67.25521739130436,191.2997892518441,Unhealthy
1630,London,UK,2023-04-04,59.49,170.31,36.76,45.62,2.68,181.73,-2.89,80.32,7.45,153.06016859852477,108.57767676767676,,30.454545454545457,63.08666666666666,34.679245283018865,153.06016859852477,Unhealthy
5123,Seoul,South Korea,2023-02-07,97.42,191.15,69.59,4.37,5.68,104.86,32.04,67.21,18.24,172.64467860906217,118.89242424242424,,62.8,6.242857142857143,67.60673913043479,172.64467860906217,Unhealthy
7789,Moscow,Russia,2023-03-11,147.92,130.07,37.36,49.32,9.76,198.12,4.06,28.93,1.45,198.7194942044257,88.15585858585858,,105.39310344827584,67.73538461538462,35.24528301886792,198.7194942044257,Unhealthy
3755,Madrid,Spain,2023-12-21,59.17,170.79,88.7,45.97,0.56,20.99,32.38,84.63,14.37,152.8949420442571,108.81525252525252,,6.363636363636364,63.52641025641026,87.96304347826087,152.8949420442571,Unhealthy
4643,Seoul,South Korea,2023-12-05,70.07,177.18,12.08,41.55,9.11,95.04,29.56,45.51,2.8,158.52297154899895,111.9779797979798,,97.1,57.97307692307692,11.39622641509434,158.52297154899895,Unhealthy
5433,Madrid,Spain,2023-11-05,66.31,97.0,75.27,16.75,9.17,186.86,-7.85,27.95,10.81,156.58155953635406,71.78787878787878,,97.7,23.92857142857143,73.65717391304348,156.58155953635406,Unhealthy
1839,Toronto,Canada,2023-10-18,110.85,177.58,58.83,33.4,2.33,140.66,0.85,12.7,16.05,179.5790305584826,112.1759595959596,,26.477272727272727,47.71428571428572,56.145,179.5790305584826,Unhealthy
7177,Seoul,South Korea,2023-01-10,59.85,84.98,65.65,29.1,1.32,165.36,7.24,88.02,1.8,153.24604847207587,65.83858585858586,,15.0,41.57142857142858,63.40978260869566,153.24604847207587,Unhealthy
7880,Istanbul,Turkey,2023-02-24,88.72,41.62,91.2,1.31,8.04,52.12,6.88,33.57,11.4,168.15258166491043,38.53703703703704,,86.39999999999999,1.8714285714285717,90.62608695652176,168.15258166491043,Unhealthy
5572,Bangkok,Thailand,2023-06-20,56.7,15.6,26.29,1.08,3.95,61.92,18.8,56.5,11.3,151.61959957850368,14.444444444444445,,44.88636363636364,1.542857142857143,24.80188679245283,151.61959957850368,Unhealthy
5044,London,UK,2023-09-14,57.21,66.56,19.97,8.74,7.57,33.36,-8.44,60.72,2.15,151.88292939936775,56.72161616161616,,81.7,12.485714285714286,18.839622641509436,151.88292939936775,Unhealthy
6286,Mumbai,India,2023-05-22,148.91,139.52,68.09,45.98,9.86,198.68,6.92,14.56,13.11,199.23066385669125,92.83313131313132,,107.08275862068965,63.53897435897436,66.00891304347826,199.23066385669125,Unhealthy
2062,Istanbul,Turkey,2023-01-03,110.03,61.43,6.22,43.0,7.13,144.42,29.1,98.96,14.64,179.15563751317177,54.18252525252525,,77.3,59.7948717948718,5.867924528301887,179.15563751317177,Unhealthy
8095,Sydney,Australia,2023-12-28,114.07,131.21,17.03,14.68,3.12,113.79,4.82,96.84,14.8,181.24162276080085,88.72010101010102,,35.45454545454545,20.97142857142857,16.066037735849058,181.24162276080085,Unhealthy
5296,Beijing,China,2023-08-09,80.34,180.51,39.19,35.11,2.69,131.36,25.75,13.02,8.53,163.82571127502635,113.6261616161616,,30.568181818181817,,36.971698113207545,163.82571127502635,Unhealthy
7150,New York,USA,2023-09-20,115.78,162.72,81.71,30.42,1.48,31.03,3.7,87.83,19.6,182.1245521601686,104.8210101010101,,16.818181818181817,43.45714285714286,80.51717391304348,182.1245521601686,Unhealthy
8057,Dubai,UAE,2023-03-25,82.48,123.53,53.17,9.12,3.06,148.37,37.04,77.16,14.08,164.93066385669127,84.91888888888889,,34.77272727272727,13.028571428571428,,164.93066385669127,Unhealthy
435,Los Angeles,USA,2023-04-16,149.69,129.42,50.7,44.87,4.44,158.03,15.95,68.28,12.39,199.63340358271864,87.83414141414141,,,62.14435897435897,47.83018867924529,199.63340358271864,Unhealthy
4660,Bangkok,Thailand,2023-08-24,140.83,123.0,50.02,2.79,4.32,143.99,7.29,66.37,3.47,195.0586933614331,84.65656565656566,,49.09090909090909,3.9857142857142858,47.18867924528302,195.0586933614331,Unhealthy
6309,Cairo,Egypt,2023-10-22,74.0,163.33,28.33,15.11,9.77,196.37,24.31,85.22,14.79,160.55216016859853,105.1229292929293,,105.56206896551724,21.585714285714285,26.72641509433962,160.55216016859853,Unhealthy
6890,Mumbai,India,2023-05-26,137.25,83.9,7.3,25.94,5.47,81.64,35.88,53.67,4.59,193.21022128556376,65.3040404040404,,60.7,37.05714285714286,6.886792452830188,193.21022128556376,Unhealthy
8649,Cairo,Egypt,2023-10-24,143.35,49.8,13.23,23.13,1.68,196.28,15.78,58.47,16.46,196.35985247629085,46.11111111111111,,19.09090909090909,33.042857142857144,12.4811320754717,196.35985247629085,Unhealthy
8620,Rio de Janeiro,Brazil,2023-07-09,61.97,144.77,80.22,20.62,4.03,110.37,33.9,56.54,17.08,154.34067439409904,95.43161616161618,,45.79545454545455,29.45714285714286,78.93,154.34067439409904,Unhealthy
2320,New York,USA,2023-09-22,62.51,62.48,32.08,43.49,4.75,199.16,-9.62,70.8,2.02,154.6194942044257,54.70222222222222,,53.5,60.41051282051282,30.264150943396224,154.6194942044257,Unhealthy
2922,Berlin,Germany,2023-10-09,133.46,120.66,76.13,30.74,9.25,32.95,23.45,91.54,4.17,191.25331928345628,83.49838383838383,,98.5,43.91428571428571,74.57326086956522,191.25331928345628,Unhealthy
7430,Paris,France,2023-04-06,120.58,153.22,81.32,1.07,9.01,77.56,29.64,48.66,2.3,184.60295047418336,99.6139393939394,,96.1,1.5285714285714287,80.10173913043478,184.60295047418336,Unhealthy
5297,New York,USA,2023-12-02,127.37,25.3,12.17,10.37,2.35,10.55,-2.17,34.8,12.66,188.1088514225501,23.425925925925927,,26.704545454545453,14.814285714285711,11.4811320754717,188.1088514225501,Unhealthy
3583,Sydney,Australia,2023-02-15,79.67,121.59,39.44,3.87,5.22,144.27,18.29,27.78,14.43,163.47976817702846,83.95868686868687,,58.2,5.5285714285714285,37.20754716981132,163.47976817702846,Unhealthy
193,Berlin,Germany,2023-04-07,56.21,162.96,68.29,3.65,8.76,59.23,25.26,24.62,1.66,151.36659641728136,104.939797979798,,93.6,5.214285714285714,66.22195652173914,151.36659641728136,Unhealthy
5242,Tokyo,Japan,2023-01-02,69.71,152.53,18.41,37.49,5.28,31.45,2.72,47.11,8.31,158.33709167544782,99.27242424242424,,58.8,52.87205128205129,17.367924528301888,158.33709167544782,Unhealthy
5620,Moscow,Russia,2023-03-13,127.85,46.21,49.64,48.29,6.88,89.09,36.65,30.52,5.63,188.3566912539515,42.78703703703704,,74.8,66.44128205128204,46.83018867924528,188.3566912539515,Unhealthy
6118,Istanbul,Turkey,2023-03-03,84.56,124.75,72.8,10.82,6.91,162.71,24.53,41.27,8.17,166.00463645943097,85.52272727272728,,75.1,15.457142857142856,71.02608695652174,166.00463645943097,Unhealthy
1806,Sydney,Australia,2023-04-14,134.81,140.24,69.52,21.71,5.39,158.36,3.65,59.47,10.81,191.95036880927293,93.18949494949496,,59.9,31.01428571428572,67.53217391304348,191.95036880927293,Unhealthy
4872,Mumbai,India,2023-07-23,87.13,149.24,18.25,38.07,7.88,85.72,1.66,24.49,5.89,167.33161222339305,97.6440404040404,,84.8,53.60076923076923,17.21698113207547,167.33161222339305,Unhealthy
8424,Madrid,Spain,2023-07-09,133.23,16.55,42.11,5.86,4.97,178.03,5.62,34.91,17.68,191.1345626975764,15.324074074074074,,55.7,8.371428571428572,39.72641509433962,191.1345626975764,Unhealthy
7293,Tokyo,Japan,2023-07-01,122.0,96.9,96.68,21.95,6.87,113.95,5.12,92.0,7.09,185.33614330874605,71.73838383838384,,74.7,31.357142857142858,96.46347826086958,185.33614330874605,Unhealthy
1628,Paris,France,2023-08-09,68.36,80.36,72.46,22.56,0.38,29.96,10.15,65.36,4.41,157.6400421496312,63.55191919191919,,4.318181818181818,32.22857142857143,70.66391304347826,157.6400421496312,Unhealthy
4968,Berlin,Germany,2023-07-23,86.63,184.0,41.76,3.88,0.25,93.92,1.93,75.04,9.48,167.07344573234985,115.35353535353536,,2.840909090909091,5.542857142857143,39.39622641509434,167.07344573234985,Unhealthy
816,London,UK,2023-11-17,132.78,125.87,26.68,32.29,9.78,114.06,-3.11,12.83,12.45,190.90221285563752,86.0770707070707,,105.73103448275862,46.12857142857143,25.16981132075472,190.90221285563752,Unhealthy
8693,Seoul,South Korea,2023-04-06,142.61,45.71,95.07,21.21,9.31,187.94,35.02,62.63,15.82,195.9777660695469,42.32407407407408,,99.1,30.3,94.74847826086956,195.9777660695469,Unhealthy
9275,New York,USA,2023-07-13,56.41,84.89,64.42,28.41,4.91,65.77,14.9,31.78,13.45,151.46986301369864,65.7940404040404,,55.1,40.58571428571429,62.09956521739131,151.46986301369864,Unhealthy
524,Rio de Janeiro,Brazil,2023-06-04,91.83,33.42,71.39,48.04,8.98,184.1,1.63,95.18,2.9,169.75837723919915,30.944444444444446,,95.8,66.12717948717949,69.5241304347826,169.75837723919915,Unhealthy
4419,Dubai,UAE,2023-06-10,143.33,55.25,42.46,43.94,7.69,94.67,-6.29,57.48,19.78,196.3495258166491,51.12373737373738,,82.9,60.97589743589744,40.0566037735849,196.3495258166491,Unhealthy
8311,Johannesburg,South Africa,2023-02-06,125.54,131.82,24.82,7.8,3.37,175.54,9.34,83.53,13.04,187.16396206533196,89.0220202020202,,38.29545454545455,11.142857142857142,23.41509433962264,187.16396206533196,Unhealthy
9778,Cairo,Egypt,2023-02-01,66.31,178.39,26.24,47.93,1.0,154.36,20.25,71.39,13.93,156.58155953635406,112.57686868686868,,11.363636363636363,65.98897435897436,24.754716981132077,156.58155953635406,Unhealthy
2820,Rio de Janeiro,Brazil,2023-06-22,77.61,123.11,40.92,2.77,3.24,65.39,-1.19,61.49,12.66,162.41612223393045,84.7110101010101,,36.81818181818182,3.957142857142857,38.60377358490566,162.41612223393045,Unhealthy
7203,New York,USA,2023-08-03,115.64,35.28,26.16,21.32,3.54,29.5,2.11,47.16,3.61,182.0522655426765,32.66666666666667,,40.22727272727273,30.45714285714286,24.67924528301887,182.0522655426765,Unhealthy
5145,Tokyo,Japan,2023-04-23,132.17,86.43,66.26,25.95,1.85,61.3,-2.99,60.13,8.74,190.5872497365648,66.55626262626262,,21.022727272727277,37.07142857142857,64.05956521739131,190.5872497365648,Unhealthy
8245,Toronto,Canada,2023-09-14,121.21,45.66,12.21,41.07,0.25,106.51,38.69,33.77,17.88,184.92824025289775,42.27777777777777,,2.840909090909091,57.37,11.518867924528305,184.92824025289775,Unhealthy
5121,Johannesburg,South Africa,2023-03-22,68.21,179.5,31.66,26.82,8.47,83.2,5.67,40.9,1.03,157.56259220231823,113.12626262626264,,90.7,38.31428571428572,29.867924528301888,157.56259220231823,Unhealthy
4785,Istanbul,Turkey,2023-02-07,100.94,105.48,49.14,42.19,9.62,151.66,-6.04,53.35,11.76,174.46217070600633,75.98505050505051,,103.02758620689654,58.77717948717948,46.35849056603774,174.46217070600633,Unhealthy
3201,Johannesburg,South Africa,2023-04-14,67.1,40.13,98.06,24.77,7.99,34.16,10.43,68.75,9.49,156.9894625922023,37.15740740740741,,85.9,35.385714285714286,97.93347826086958,156.9894625922023,Unhealthy
3897,Bangkok,Thailand,2023-09-28,83.55,56.13,6.17,3.8,1.73,15.16,23.35,91.82,9.76,165.4831401475237,51.55929292929293,,19.65909090909091,5.428571428571429,5.820754716981132,165.4831401475237,Unhealthy
8858,Sydney,Australia,2023-11-08,80.52,176.39,29.12,3.86,9.94,36.31,-3.29,42.29,9.36,163.9186512118019,111.58696969696967,,108.43448275862067,5.514285714285714,27.471698113207548,163.9186512118019,Unhealthy
4509,Rio de Janeiro,Brazil,2023-10-24,107.83,10.91,12.49,22.44,0.64,91.76,-0.56,89.7,8.14,178.01970495258166,10.101851851851851,,7.272727272727272,32.05714285714286,11.783018867924527,178.01970495258166,Unhealthy
